"caption","commentsCount","likesCount","hashtags.0","hashtags.1","hashtags.2","hashtags.3","hashtags.4","hashtags.5","hashtags.6","hashtags.7","hashtags.8","hashtags.9","hashtags.10","hashtags.11","ownerUsername","timestamp","type","kalenderwoche"
"In der Nähe von Anchorage im US-Bundesstaat Alaska ist ein Finnwal an den Strand gespült worden. Laut Biolog:innen von der National Oceanic and Atmospheric Administration, einer Wetter- und Ozeanografiebehörde der USA, handelt es sich um ein weibliches Jungtier. Die Expert:innen versuchen nun, die Todesursache herauszufinden. Zu den Bedrohungen für Finnwale zählten Fanggeräte, Unterwasserlärm und die Auswirkungen des Klimawandels. 
 
#finnwal #wal #alaska #tagesschau #nachrichten",156,46579,"finnwal","wal","alaska","tagesschau","nachrichten","","","","","","","","tagesschau",2024-11-20 18:57:12,"Video",47
"51 Angeklagte, mehr als 350 Seiten Anklage – und Missbrauchstaten, die Frankreich erschüttern: Der Prozess um zigfache Vergewaltigung im südfranzösischen Avginon ist ein Mammutverfahren. Mit dem Beginn der Plädoyers geht es diese Woche in seine Endphase. Das Urteil soll spätestens am 20. Dezember fallen. Den Auftakt machte am Mittwoch die Nebenklage rund um Vergewaltigungsopfer Gisèle Pelicot, die alle Angeklagten zur Verantwortung wies.

Knapp zehn Jahre lang soll der Hauptangeklagte, Pelicots damaliger Ehemann Dominique Pelicot, seine Frau mit Medikamenten betäubt und missbraucht haben. Auch habe er sie von fremden Männern vergewaltigen lassen, während sie bewusstlos war. Hunderte Fotos und Videos zeugen von den Taten. Die Männer, die zur Tatzeit zwischen 21 und 68 Jahre alt waren, lernte der damalige Ehemann über eine Online-Plattform kennen. 50 von ihnen stehen mit ihm vor Gericht. Chefermittlerin Gwenola Journot geht von weiteren 10 bis 20 Tätern aus, die die Justiz nicht identifizieren konnte.

Dominique Pelicot war im September 2020 wegen Filmaufnahmen unter die Röcke von Supermarktkundinnen festgenommen worden. Erst dadurch kam der jahrelange schwere Missbrauch seiner Frau ans Licht. Sie selbst hatte die Taten wegen der starken Medikamente, die ihr Mann ihr verabreichte, nicht mitbekommen.

Der Fall hat zudem die Debatte um „Ja heißt Ja“ wieder aufflammen lassen. Aktivist:innen fordern seit Langem, dass in sexuelle Handlungen ausdrücklich eingewilligt werden müsse und dass dies im Strafrecht festgeschrieben werden solle. Dann könnten mutmaßliche Täter sich vor Gericht nicht damit herausreden, von der fehlenden Einwilligung nicht gewusst zu haben. Die französische Nationalversammlung beschäftigt sich derzeit mit einem entsprechenden Vorschlag zur Gesetzesänderung mit Blick auf die Definition sexueller Gewalt.

#pelicot #avignon #prozess #nachrichten #tagesschau",1150,245747,"pelicot","avignon","prozess","nachrichten","tagesschau","","","","","","","","tagesschau",2024-11-20 17:00:31,"Sidecar",47
"Zweieinhalb Monate nach der Landtagswahl in Thüringen haben sich die Parteispitzen von CDU, BSW und SPD Verhandlungskreisen zufolge auf einen Entwurf zum Regierungsvertrag geeinigt. Es gebe in den nächsten beiden Tagen nur noch Feinarbeiten zu erledigen, hieß es nach einer zweitägigen Klausur der Parteichef:innen in Ilmenau aus Kreisen der Beteiligten. Der Koalitionsvertrag werde voraussichtlich am Freitag vorgestellt. Im Anschluss an die Präsentation müssen die jeweiligen Parteigremien dem Vertrag noch zustimmen.

Alle Beteiligten hätten gezeigt, dass sie über parteipolitische Grenzen hinweg im Interesse des Landes handeln, hieß es. Diskussion gab es um Positionen des BSW zum Thema Krieg und Frieden. Die drei Parteien hatten sich auf eine Präambel zum Koalitionsvertrag verständigt, die die Themen aufgreifen. Der BSW-Vorsitzenden Wagenknecht reichte das aber nicht aus. Nun hieß es, die friedenspolitischen Positionen des BSW würden auch im Text eine Rolle spielen. Wagenknecht hatte im Vorfeld eine Absage von Waffenlieferungen an die Ukraine und ein Nein zur Stationierung amerikanischer Mittelstreckenraketen in Deutschland zur Voraussetzung für Koalitionsverhandlungen gemacht. 

Auch der Zuschnitt der Ministerien soll zur Sprache gekommen sein. Derzeit hat Thüringen neben dem Ministerpräsidenten acht Fachministerien sowie einen Staatskanzleichef im Ministerrang. Der Ressortzuschnitt sei noch nicht abschließend besprochen, hieß es aus Verhandlungskreisen. 

Bei der Landtagswahl Anfang September war die AfD mit 32,8 Prozent der Stimmen stärkste Kraft geworden, gefolgt von der CDU (23,6 Prozent), dem BSW (15,8 Prozent), der Linkspartei (13,1 Prozent) und der SPD (6,1 Prozent). Keine der Parteien wollte allerdings mit der AfD koalieren. Grüne und FDP hatten den Einzug den den Landtag nicht geschafft.  CDU, BSW und SPD haben im neuen Landtag 44 von 88 Sitzen – zu einer Mehrheit fehlt ein Sitz. Bei Entscheidungen wäre die „Brombeer-Koalition“ also auf mindestens eine Stimme aus der Opposition – also Linke oder AfD – angewiesen.

#landtagswahl #thüringen #nachrichten #tagesschau",914,37788,"landtagswahl","thüringen","nachrichten","tagesschau","","","","","","","","","tagesschau",2024-11-20 09:05:18,"Sidecar",47
"Im festgefahrenen Tarifstreit bei Volkswagen haben IG-Metall und VW-Betriebsrat vor der nächsten Tarifrunde ein Konzept zur Kostensenkung vorgelegt. Dabei sind sie auch zu Gehaltsverzicht bereit, um die Kosten zu senken und so Werksschließungen und Entlassungen zu verhindern. 

Das Gesamtkonzept ermögliche eine Entlastung bei den Arbeitskosten um rund 1,5 Milliarden Euro, sagte IG-Metall-Bezirksleiter Thorsten Gröger. „1,5 Milliarden Euro, die wir auf den Verhandlungstisch legen.“ Im Gegenzug verlangen IG Metall und Betriebsrat Garantien für Standorte und Beschäftigung. Die von VW im September gekündigte Beschäftigungssicherung, die betriebsbedingte Kündigen bisher ausschließt, müsse wieder in Kraft gesetzt werden – sowohl für die sechs westdeutschen Werke mit 125.000 Mitarbeitende in Niedersachsen und Hessen als auch für die drei Standorte in Sachsen, hieß es. Grundsätzlich hält die IG Metall an ihrer Lohnforderung von sieben Prozent mehr Geld sowie 170 Euro mehr für Azubis fest. 

Kern sei ein solidarischer Zukunftsfonds, über den eine noch auszuhandelnde Entgelterhöhung nicht ausgezahlt, sondern in eine Absenkung der Arbeitszeit umgewidmet werden könne, wie die IG Metall und der VW-Betriebsrat erläuterten. So könnten 2025 und 2026 betriebsbedingte Kündigungen vermieden werden, lautet der Vorschlag.

Wenn dieser Topf nicht mehr gebraucht werde, könne die Entgelterhöhung in die Tabelle übergehen, sagte Gröger. Zugleich müssten auch der Vorstand sowie Aktionäre einen „signifikanten Beitrag“ leisten, forderten IG Metall und Betriebsrat. Ebenfalls über den Zeitraum von zwei Jahren müssten Vorstand und Management auf einen Teil ihrer Boni verzichten und in den geforderten Fonds zur Zukunftssicherung einbringen. 

Zuletzt hatte das Arbeitsgericht Braunschweig 23 von 26 Klagen ehemaliger VW-Manager gegen den neuen Sparkurs des Autobauers abgewiesen. Bei den Verfahren ging es dem Gericht zufolge um eine Gehaltserhöhung und 1.000 Euro Prämie, die VW seinen leitenden Angestellten gestrichen hatte. 

#volkswagen #tarifstreit #igmetall #nachrichten #tagesschau",850,30051,"volkswagen","tarifstreit","igmetall","nachrichten","tagesschau","","","","","","","","tagesschau",2024-11-20 14:00:28,"Sidecar",47
"Ein neues Smartphone konfigurieren, einen Videoanruf machen, ein Backup erstellen – gerade für ältere Menschen ist es schwierig, den digitalen Alltag allein zu bewältigen. Dabei ist vielen von ihnen klar: Ohne diese Technik bin ich völlig abgehängt. In Köln bringt das Gymnasium Pesch Schüler:innen und ältere Menschen zusammen. Für eine Stunde im Monat helfen die „Digital Natives“ bei Problemen rund um Smartphone, Tablet und Laptop.
#köln #schüler #senioren #technik #digitalisierung #tagesschau #nachrichten",193,40854,"köln","schüler","senioren","technik","digitalisierung","tagesschau","nachrichten","","","","","","tagesschau",2024-11-20 11:51:46,"Video",47
"Die Rettung von Ronaldo. #tagesschau #nachrichten",105,16987,"tagesschau","nachrichten","","","","","","","","","","","tagesschau",2024-11-20 15:59:42,"Video",47
"Kriege, die Klimakrise und Leistungsdruck in der Schule bereiten vielen Schüler:innen in Deutschland oft Sorge. Das geht aus dem Deutschen Schulbarometer der Robert Bosch Stiftung hervor. 

Und ihre Sorgen haben Auswirkungen auf die allgemeine Lebensqualität: Der Studie zufolge bewertet mehr als jede:r vierte Befragte diese als niedrig (27 Prozent). Ein Fünftel der Befragten bezeichnete sich selbst als psychisch belastet (21 Prozent). In Familien mit einem niedrigen Einkommen trifft das laut Umfrage sogar auf jede:n dritte:n Befragte:n (33 Prozent) zu. 

Ebenfalls jede:r Fünfte klagt laut der Befragung über ein geringes schulisches Wohlbefinden (20 Prozent). Unter den Kindern und Jugendlichen aus Familien mit niedrigem Einkommen tut dies wiederum fast jeder Dritte (30 Prozent). 

Zentral für das schulische Wohlbefinden sind laut Studie die konstruktive Unterstützung durch die Lehrkräfte und eine gute Klassenführung. 83 Prozent der Kinder und Jugendlichen berichteten demnach von häufigen Unterrichtsstörungen. 41 Prozent gaben bei der Befragung an, dass die Mehrheit der Lehrkräfte nicht nachfrage, was die Schülerinnen und Schüler schon verstanden hätten und was nicht. 

28 Prozent erhalten demnach keinerlei Rückmeldung, was sie besser machen könnten. 35 Prozent gaben zudem an, nur selten die Möglichkeit zu haben, Probleme im Klassenverbund mit der Lehrkraft zu besprechen. 

Der Schülervertreter und Generalsekretär der Bundesschülerkonferenz, Fabian Schön, nannte die Ergebnisse schockierend. Weil viele Schülerinnen und Schüler über Leistungsdruck klagten, forderte er einen anderen Leistungsgedanken an Schulen. Noten allein seien nicht aussagekräftig genug und sollten so spät wie möglich erteilt werden. Stattdessen brauche es mehr individuelles Feedback und Zeugnisse mit Beurteilungen in Textform. 

Für das Schulbarometer befragte das Meinungsforschungsinstitut Forsa 1.530 Schülerinnen und Schüler zwischen acht und 17 Jahren sowie jeweils ein Elternteil. Kooperationspartner ist die Universität Leipzig. 

#schüler #schulbarometer #gesundheit #lebensqualität #tagesschau #nachrichten",1270,119495,"schüler","schulbarometer","gesundheit","lebensqualität","tagesschau","nachrichten","","","","","","","tagesschau",2024-11-20 08:07:20,"Sidecar",47
"Auf dem Fahrrad bei Regen und Schnee – und dann ist auch noch die Ampel rot. In Münster soll damit zumindest an einer Ampel bald Schluss sein. Nach einer Testphase in Oldenburg startet nun auch Münster mit der Rad-freundlichen Ampel. 

Gefüttert mit Wetterdaten, schaltet die Ampel bei einsetzendem Nass auf den Schlechtwettermodus. Eine Wärmebildkamera in der Ampel erkennt Radfahrer:innen schon in 50 Meter Entfernung – und schaltet auf grün, sobald sie sich nähern. 

Gerade ist die Verwaltung in Münster damit beauftragt worden, eine geeignete Teststraße festzulegen. Damit will die Stadt den Radverkehr weiter stärken und seine Bedeutung für den innerstädtischen Verkehr unterstreichen.

#fahrrad #regen #ampel #verkehr #nachrichten #tagesschau",1509,196188,"fahrrad","regen","ampel","verkehr","nachrichten","tagesschau","","","","","","","tagesschau",2024-11-20 15:00:13,"Sidecar",47
"Bei maischberger diskutierten Katrin Göring-Eckardt und Sahra Wagenknecht unter anderem über Putins wiederholte Atom-Drohungen. Während Wagenknecht vor weiterer Eskalation warnt, sagt Göring-Eckardt: Der Einsatz von Atomwaffen wäre für Putin selbst das „Allergefährlichste”. Er spiele mit der Urangst der Menschen, indem er mit einem Atomschlag drohe – und Wagenknecht bewirtschafte diese Angst, so Göring-Eckardt. 

#talk #maischberger #Putin #Ukraine #Russland",2119,28292,"talk","maischberger","Putin","Ukraine","Russland","","","","","","","","tagesschau",2024-11-20 10:31:17,"Video",47
"Mehr Hitze, mehr Krankheiten, mehr Starkregen: Wissenschaftler:innen haben berechnet, welche Veränderungen der Klimawandel mit sich bringt. Aber was bedeutet das konkret für das Leben in Deutschland? 

Forschende des Deutschen Wetterdienstes (DWD) haben für das Jahr 2049 berechnet, dass die Temperaturen in Deutschland gegenüber dem Beginn der Aufzeichnungen (1881) um durchschnittlich 1,9 bis 2,3 Grad steigen werden. Konkret heißt das, dass es mehr heiße Tage gibt. 

Viele Städte planen die Folgen des Klimawandels bereits mit ein. Festgelegt und konkretisiert wird das in Konzepten zur Anpassung an den Klimawandel. Klar ist: Mehr Grün ist das wirksamste Mittel des Kühlens. 

Der Klimawandel werde die gesamte Natur rasant verändern, schreiben die Autor:innen von „Deutschland 2050“. Zwar habe sich das Klima im Laufe der Erdgeschichte immer verändert, aber nie so schnell wie heute: Der menschengemachte Klimawandel verlaufe etwa hundertmal schneller und überfordere damit die Anpassungsfähigkeit von Pflanzen und Tieren. Bei der Wahl passender Pflanzen spielt deshalb vor allem die Hitzeresistenz eine große Rolle. 

Nicht nur den Tieren und Pflanzen, auch uns wird die Hitze zusetzen. Bereits vor 15 Jahren bezeichnen Wissenschaftler:innen den Klimawandel als „größte Gesundheitsgefahr im 21. Jahrhundert“. Er führt demnach unter anderem dazu, dass Atemwegserkrankungen zunehmen, die Gefahr von Hautkrebs steigt und Allergiker:innen stärker leiden, weil sich die Pollenflugsaison verlängert und neue allergene Pflanzenarten hier heimisch werden. 

Doch die meisten Opfer wird es hierzulande durch die zunehmenden Hitzeextreme geben – da sind sich Expert:innen einig. Hitze fordert Herz und Kreislauf heraus und kann uns im schlimmsten Fall sogar töten, heißt es etwa vom Robert Koch-Institut (RKI). 

#hitze #klimawandel #prognose #deutschland #tagesschau",2046,144682,"hitze","klimawandel","prognose","deutschland","tagesschau","","","","","","","","tagesschau",2024-11-21 16:19:32,"Sidecar",47
"Guten Morgen! ☕️

Bundeskanzler Scholz soll am Montag vom SPD-Vorstand als Kanzlerkandidat für die Bundestagswahl nominiert werden | Trump hat die frühere Generalstaatsanwältin des Bundesstaates Florida, Bondi, für das Amt der Justizministerin nominiert | Der Gouverneursrat der Internationalen Atomenergiebehörde IAEA hat eine Resolution gegen den Iran verabschiedet

Weitere Infos bekommt ihr auf tagesschau.de und bei tagesschau24.

Kommt gut in den Tag!
 
#Scholz #SPD #Bondi #Trump #USA #Iran #IAEA #Nachrichten #tagesschau",507,37779,"Scholz","SPD","Bondi","Trump","USA","Iran","IAEA","Nachrichten","tagesschau","","","","tagesschau",2024-11-22 06:01:10,"Sidecar",47
"Wie lief die Aufarbeitung der Corona-Zeit? Bundesgesundheitsminister Karl Lauterbach von der SPD und der Journalist Heribert Prantl haben dazu verschiedene Meinungen. 

#hartaberfair #corona #lauterbach #prantl #tagesschau",337,8555,"hartaberfair","corona","lauterbach","prantl","tagesschau","","","","","","","","tagesschau",2024-11-19 15:01:37,"Video",47
"Fußball-Bundesligist Werder Bremen zieht sich von der Social-Media-Plattform X des US-Milliardärs Elon Musk zurück. Das habe die Geschäftsführung entschieden, verkündete Klaus Filbry als Vorsitzender der Geschäftsführung auf der Mitgliederversammlung des Traditionsvereins.

Als Grund wurde die zunehmende Radikalisierung von X (vormals Twitter) unter Musk genannt. Werder folgte damit dem Beispiel unter anderem des Liga-Konkurrenten FC St. Pauli, der am Donnerstag aus denselben Gründen seinen Rückzug von X bekanntgegeben hatte.

Die Radikalisierung der Plattform werde durch Musk und seine Postings selbst vorangetrieben, so habe dieser sich unter anderem transphob, antisemitisch geäußert und verbreitete Verschwörungserzählungen. „Es wird auf der Plattform nahezu nichts mehr sanktioniert“, schrieb der Verein weiter.

Der Verein hoffe, dass viele der über 600.000 Follower dem Club zukünftig auf Bluesky folgen werden. Der FC St. Pauli reagierte mit einem Post auf Bluesky auf den Bremer X- Abschied. „Was ist grün und auch bei BlueSky? Werder Breeeeemen! Herzlich Willkommen an unsere lieben Freund*innen von der Weser!“, schrieben die Hamburger.

#wederbremen #werder #fcstpauli #stpauli #fcsp #fußball #bundesliga #elonmusk #musk #tagesschau",2378,176627,"wederbremen","werder","fcstpauli","stpauli","fcsp","fußball","bundesliga","elonmusk","musk","tagesschau","","","tagesschau",2024-11-19 22:15:34,"Sidecar",47
"ARD und ZDF ziehen für eine Erhöhung des Rundfunkbeitrags auf 18,94 Euro vor das Bundesverfassungsgericht. Aktuell beträgt der Rundfunkbeitrag monatlich 18,36 Euro. Insgesamt kommen so jährlich rund neun Milliarden Euro für den öffentlich-rechtlichen Rundfunk zusammen. 

Der Ablauf zur Ermittlung des Beitrags, den Haushalte und Firmen zahlen, ist per Staatsvertrag genau festgelegt. Gleich mehrere Ministerpräsident:innen – darunter von Sachsen-Anhalt, Bayern und Brandenburg – haben schon früh klargemacht, dass sie sich gegen eine Anhebung positionieren. Manche der Kritiker:innen fordern mehr Reformwillen der Medienhäuser, sie sprechen auch von verloren gegangenem Vertrauen durch den rbb-Skandal. Und es wird das Argument angeführt, dass die Öffentlich-Rechtlichen ausreichend Rücklagen hätten, die man erst einmal einsetzen könnte, bis Reformen wirken – dem widerspricht wiederum die KEF. 

Befürworter:innen einer Erhöhung sagen, Reformen würden erst mit der Zeit für Einsparungen sorgen. Deshalb müsse man den Häusern das Beitragsplus – auch mit Blick auf die Inflation – zugestehen. Aber: Alle Ministerpräsident:innen und danach alle Landtage müssen einer Beitragserhöhung zustimmen. Sagt nur ein Land Nein, bleibt alles beim Status quo. 

Es gilt wegen der Kürze der Zeit bis Jahresende als so gut wie ausgeschlossen, dass der Rundfunkbeitrag zum 1. Januar 2025 steigt. Wann es eine Entscheidung der Karlsruher Richter:innen zu der neuesten Verfassungsbeschwerde geben wird, ist unklar. 

#ard #zdf #rundfunkbeitrag #erhöhung #bundesverfassungsgericht #tagesschau",2731,52434,"ard","zdf","rundfunkbeitrag","erhöhung","bundesverfassungsgericht","tagesschau","","","","","","","tagesschau",2024-11-19 17:10:08,"Sidecar",47
"Guten Morgen! ☕️

Knapp drei Monate nach der Landtagswahl in Thüringen haben sich CDU, BSW und SPD offenbar auf einen Koalitionsvertrag verständigt | VW-Betriebsrat und IG Metall wollen heute ihren Plan vorstellen, wie Volkswagen aus seiner wirtschaftlichen Krise herauskommen soll | Der ukrainische Präsident Selenskyj hat angedeutet, dass sein Land den Krieg ohne US-Militärhilfe verlieren werde
 
Weitere Infos bekommt ihr auf tagesschau.de und bei tagesschau24.
 
Kommt gut in den Tag!
 
#ukraine #selenskyj #trump #usa #brombeerkoalition #volkwagen #nachrichten #tagesschau",549,24108,"ukraine","selenskyj","trump","usa","brombeerkoalition","volkwagen","nachrichten","tagesschau","","","","","tagesschau",2024-11-20 06:19:52,"Sidecar",47
"Verteidigungsminister Pistorius vermutet im Fall von zwei in der Ostsee beschädigten Kabeln zur Datenübertragung eine vorsätzliche Aktion durch Dritte. Er gehe zumindest nicht davon aus, dass die Kabel zufällig von ausgeworfenen Ankern beschädigt worden seien, sagte Pistorius. Es sei vielmehr „ein klares Zeichen, dass hier etwas im Gange ist“. 

Bundesaußenministerin Annalena Baerbock und ihre finnische Amtskollegin Elina Valtonen erklärten: „Die Tatsache, dass ein solcher Vorfall sofort den Verdacht einer vorsätzlichen Beschädigung aufkommen lässt, spricht Bände über die Unbeständigkeit unserer Zeit.“ Eine gründliche Untersuchung sei im Gange. 

Bereits am Sonntag war ein Untersee-Kommunikationskabel zwischen Litauen und Schweden beschädigt worden. Der BCS East-West-Interlink, der Litauen mit der schwedischen Insel Gotland verbindet, war nach Angaben des Betreibers komplett ausgefallen. Der Grund sei noch unklar – der Datenverkehr sei aber nicht dauerhaft beeinträchtigt gewesen. Das NATO-Land Litauen kündigte als Reaktion die verschärfte Überwachung seiner Gewässer an. 

Seit dem russischen Einmarsch in die Ukraine im Februar 2022 und den durch Sabotage herbeigeführten Explosionen an den Nord-Stream-Pipelines in der Ostsee im darauffolgenden September ist die Lage von kritischer Infrastruktur gerade in der Ostsee in den Fokus der Öffentlichkeit und insbesondere der NATO gerückt. 

Außerdem wurden im vergangenen Jahr mehrere Telekom-Kabel in der Ostsee beschädigt. Die Reparatur eines Unterseekabels dauert nach Angaben des Unternehmens Cinia üblicherweise zwischen fünf und 15 Tagen. 

#kabel #unterseekabel #finnland #ostsee",822,71256,"kabel","unterseekabel","finnland","ostsee","","","","","","","","","tagesschau",2024-11-19 16:20:32,"Sidecar",47
"Viele Skigebiete in Deutschland, Österreich, Italien und der Schweiz haben ihre Preise vor der diesjährigen Saison erhöht. Wie der ADAC am Dienstag mitteilte, kostet der Tagesskipass für eine vierköpfige Familie in diesem Jahr im Durchschnitt 207 Euro am Tag – letzte Saison waren es 197 Euro gewesen. Vergleichsweise günstig ist Skifahren in Deutschland, in der Schweiz bleibt es am teuersten. 
 
Im Vergleich von 25 beliebten Skigebieten kommen die Fahrer:innen im bayerischen Balderschwang am günstigsten davon. Der günstigste Tagespass für die Beispielfamilie mit zwei Erwachsenen und einem zehnjährigen sowie einem 14-jährigen Kind kostet dort 110 Euro. Am teuersten ist das Skifahren in Zermatt in der Schweiz mit umgerechnet knapp 309 Euro pro Tag. 

Insgesamt lässt sich laut ADAC eine Preissteigerung von 5,6 Prozent ausmachen. Im österreichischen Obertauern war der Anstieg mit mehr als elf Prozent besonders deutlich. In Balderschwang und Feldberg im Schwarzwald wurden die Preise nicht erhöht. 

#ski #snowboard #alpen #nachrichten #tagesschau",529,115909,"ski","snowboard","alpen","nachrichten","tagesschau","","","","","","","","tagesschau",2024-11-19 20:55:06,"Sidecar",47
"Nach aktuellen Daten sind immer mehr Frauen in Deutschland von Gewalt betroffen. Das geht aus dem aktuellen Lagebild „Geschlechtsspezifisch gegen Frauen gerichtete Straftaten“ hervor, das die beiden Bundesministerinnen für Frauen, Lisa Paus (Grüne), und für Inneres, Nancy Faeser (SPD), zusammen mit dem Vizepräsidenten des Bundeskriminalamts (BKA), Michael Kretschmer, vorgestellt haben. 

„Die Zahlen und Fakten zeigen, dass Hass und Gewalt gegen Frauen ein zunehmendes gesellschaftliches Problem sind“, erklärte Kretschmer. Dabei sei der digitale Raum „der Treiber“, betonte der BKA-Vizepräsident. 

Kretschmer betonte, dass die Ermittler im Jahr 2023 bei allen Taten, die sich spezifisch gegen Frauen richteten, einen Anstieg festgestellt hätten. Das gelte auch für die Zahl der versuchten und vollendeten Tötungsdelikte, der sogenannten Femizide. Im Jahr 2023 wurden 938 Mädchen und Frauen Opfer von versuchten oder vollendeten Femiziden. 360 Frauen und Mädchen starben dabei. 

Ein weiterer auffälliger Befund: Die Zahl der Straftaten, die ausschließlich auf frauenfeindlichem Gedankengut basieren, stieg im Jahr 2023 um mehr als 56 Prozent gegenüber 2022. Demnach wurden 322 Taten gegen Frauen erfasst, bei denen das Tatmotiv ausschließlich auf Vorurteile gegen Frauen oder das weibliche Geschlecht zurückgeht. Diese Taten werden dem Lagebild zufolge als Teil der Politischen Kriminalität eingestuft – darunter Beleidigung (150), Volksverhetzung (46) und Nötigung oder Bedrohung (24). Im Jahr 2022 waren es noch 206 Straftaten dieser Art. 

#gewalt #frauen #kriminalstatistik #nachrichten #tagesschau",4676,200959,"gewalt","frauen","kriminalstatistik","nachrichten","tagesschau","","","","","","","","tagesschau",2024-11-19 13:56:40,"Sidecar",47
"Seid ihr schon mal auf eine Verschwörungserzählung reingefallen? #ki #tagesschau #nachrichten",826,13364,"ki","tagesschau","nachrichten","","","","","","","","","","tagesschau",2024-11-19 18:50:56,"Video",47
"An der Kölner Zentralmoschee darf der Muezzin jetzt dauerhaft einmal wöchentlich zum Gebet rufen: immer freitags zwischen zwölf und 15 Uhr für fünf Minuten. Das hat die Stadt Köln entschieden. 
 
Es ist zwei Jahre her, dass die Moscheegemeinde der Ditib in Köln-Ehrenfeld die Erlaubnis bekommen hatte, jeden Freitag zum Gebet zu rufen. Ganz offiziell – als Modellprojekt der Stadt Köln. Ziel sei es, „die religiöse Vielfalt in der Stadt sichtbar zu machen und die gesellschaftliche Teilhabe der Kölner Muslim*innen zu stärken“, so die Stadt. 
 
Das Projekt hatte zu Beginn viele Diskussionen und Kritik ausgelöst. Es gab unter anderem Beschwerden über mögliche Lärmbelästigungen. Die Moscheegemeinde musste sich daher unter anderem dazu verpflichten, eine festgelegte Lautstärkegrenze von 60 Dezibel einzuhalten. Der Ruf ist nur im nahen Umfeld der Moschee zu hören. Sie muss Anwohner:innen außerdem mit Flugblättern über den Muezzin-Ruf informieren. 

Die Stadt habe vor allem zu Beginn des Modellprojekts viele Zuschriften erhalten, heißt es in einem Bericht des Intergrationsrates. Nur wenige Äußerungen seien konstruktiv gewesen: „Viele Anschriften enthielten beleidigenden Inhalt und Statements sowie negative und ablehnende Äußerungen zum Modellprojekt.“ Nach zwei Wochen sei die Zahl der Zuschriften bereits wieder stark zurückgegangen. 
 
Da die Moscheegemeinde über den Pilotzeitraum alle Auflagen eingehalten habe und die kritischen Stimmen schnell verstummt seien, verlängert die Stadt ihre Vereinbarung mit der Ehrenfelder Moschee. Der Integrationsrat sieht in dem Modellprojekt einen Erfolg. Sein Fazit: „Religiöse Vielfalt in Köln kann konfliktfrei gelebt werden.“ 

#köln #moschee #muezzin #nachrichten #tagesschau",4339,118763,"köln","moschee","muezzin","nachrichten","tagesschau","","","","","","","","tagesschau",2024-11-19 19:58:45,"Sidecar",47
"Wer lange auf einem Bein stehen kann, lebt Forschenden zufolge länger. Beim sogenannten Flamingo-Test wird die Zeit gemessen, die man auf einem Bein stehen kann. 

Das sind die Regeln: Die Augen müssen offen sein und die Hände auf den Hüften liegen. Dann stellt man sich auf ein Bein. Die Zeit wird gemessen, wenn der Fuß den Boden verlässt und gestoppt, wenn er wieder auf dem Boden landet oder die Hände von den Hüften genommen werden. 

In einer aktuellen Studie, die im Fachmagazin PLOS ONE veröffentlicht wurde, haben Wissenschaftler:innen gecheckt, wie sich Gang, Kraft oder Gleichgewicht eignen, um den Alterungsprozess festzustellen. Besonders deutlich fiel der Unterschied beim Stehen auf einem Bein aus. 

Die Fähigkeit zum Flamingostand auf dem nicht dominanten Bein nimmt demnach alle zehn Jahre um etwas mehr als zwei Sekunden ab. Laut Aussage der Forschenden ist der Einbeinstand ein gutes Maß für Gebrechlichkeit, Unabhängigkeit und den Sturzstatus. Denn beim Flamingostand sind sensorische Fähigkeiten, neuromuskuläre Kontrolle und angemessene Muskelkraft gefragt. 

#tagesschau #flamingotest #einbeinstand #gesundheit #fitness",1161,208191,"tagesschau","flamingotest","einbeinstand","gesundheit","fitness","","","","","","","","tagesschau",2024-11-19 21:35:05,"Sidecar",47
"Vor 1.000 Tagen begann der großangelegte Angriff Russlands auf die Ukraine. Besonders schwierig ist seitdem der Kriegsalltag für die Soldat:innen und ihre Familien.  
 
#Ukraine #Krieg #tagesschau",878,24579,"Ukraine","Krieg","tagesschau","","","","","","","","","","tagesschau",2024-11-19 17:55:07,"Video",47
"Kugelige Pfoten, runder Kopf und plüschiges dunkles Fell: Im sibirischen Permafrostboden hat ein russisches Forschungsteam außergewöhnlich gut erhaltene Überreste einer teilweise mumifizierten Säbelzahnkatze gefunden. Bei seinem Tod war das Tier wohl gerade einmal drei Wochen alt. 

Wie die Forschungsgruppe jetzt im Fachblatt „Scientifc Reports“ berichtet, wurde das Tier bereits 2020 in der Nähe des Flusses Badjaricha in der Region Jakutien oberhalb des Polarkreises entdeckt, wo es Jahrtausende in einem Eisbrocken konserviert war. Mittels Radiokarbonmethode ermittelten die Wissenschaftler:innen, dass die Säbelzahnkatze vor etwa 35.500 bis 37.000 Jahren lebte, also im späten Pleistozän. 
 
Im Detail erhalten sind bei der gefundenen Säbelzahnkatze der Kopf und sogar einzelne Schnurrhaare, die Vorderbeine mit den krallenbewehrten Pfoten sowie der Vorderkörper des Tieres. Auch Knochen der Hüfte und der Hinterbeine wurden gefunden. 
 
Den Forschenden zufolge gehörte das Tier zur inzwischen ausgestorbenen Art Homotherium latidens. Das sind zwar korrekterweise Säbelzahnkatzen, sie werden aber oft auch als Säbelzahntiger bezeichnet. 

#säbelzahntiger #säbelzahnkatze #wissenschaft #nachrichten #tagesschau",1049,309553,"säbelzahntiger","säbelzahnkatze","wissenschaft","nachrichten","tagesschau","","","","","","","","tagesschau",2024-11-18 21:20:23,"Sidecar",47
